,0,1,2,source
7110,passing sailboat?,the jetty cormorant's,outstretched wings,sballas
7111,rising sun,a gull high in the space,between us,sballas
7112,roses i meant to pick,their golden petals,taken by wind,sballas
7113,digging,for the shovel,winter dawn,sballas
7114,winter sunshine,the yellow kitchen,even more welcoming,sballas
7115,frosty night,the drip of sap,into a bucket,sballas
7116,milking hour,a whitish mist moves,toward the moon,sballas
7117,autumn picnic,down the leaf-strewn table,daddy longlegs,sballas
7118,valley oak,all the colors of fall,in a single leaf,sballas
7119,stiff wind?,shadows of things,stretch on the street,sballas
7120,starry night,fragments of conversation,drift over new snow,sballas
7121,hawks circle,the sound of a tedder,turning hay,sballas
7122,october wind?,from inside the peach,the smell of rain,sballas
7123,morning glory,gently the postman,opens the gate,sballas
7124,a cloud moves,onto the moon crescent?,the thinness of it,sballas
7125,chilly wind?,a marmot whistles,from the moraine,sballas
7126,winter morning sun,on yellow stucco?,the church bells of florence,sballas
7127,cracked ice,the eagle's tail feathers,spread wide apart,sballas
7128,black ice,a snow swirl from the lake's edge,in slow motion,sballas
7129,winter sunset,high in the willow,an egret,sballas
7130,cold clear night?,after the candle flickers out,blue moonlight,sballas
7131,taking the stairs,two at a time?,snowlight on the ceiling,sballas
7132,winter barnyard,cows in the sunlight,sheep in the shade,sballas
7133,winter bee,working a burial wreath,the twenty-third psalm,sballas
7134,quaker meeting,through stovepipe-heated air,the world shimmers,sballas
7135,fireplace shadows,the smell of melted snowflakes,on loden cloth,sballas
7136,constant wind,the icicles more curved,with each drip,sballas
7137,a stone well,thick moss muffles,the bucket's clank,sballas
7138,freezing fog,a sparrowhawk clings,to the aviary wire,sballas
7139,below zero?,her casket descends,into its hole,sballas
7140,february sun,on the graveyard wall,i warm my hands,sballas
7141,cold sun,the wild currant blossoms',red fragrance,sballas
7142,snowmelt on a familiar road,strangers' names return,to mailboxes,sballas
7143,record cold,the salesman's bible,open on the counter,sballas
7144,for a grave,next to his loved one,the extra daffodils,sballas
7145,a circle of light,cupped around it in the snow . . .,purple crocus,sballas
7146,valentine's day,dropping coins into the wishing well,our reflections merge,sballas
7147,muddy boots,everywhere the gurgle,of freshets,sballas
7148,darknesses within,the outlines of shadows?,midnight deer,sballas
7149,morning frost?,the moon too,is melting,sballas
7150,first snow?,i twist the tea bowl,to see its old design,sballas
7151,silver vixen?,moonlit snowflakes float,into her cage,sballas
7152,christmas morning . . .,the croak of a crow,from across the fields,sballas
7153,through the empty,wine glass on the sill?,the moonlit sea,sballas
7154,strawman,morning sunlight glitters,on his coat of ice,sballas
7155,first stars,a snowflake slides,from an eyelash,sballas
7156,blizzard?,sticking out of a drift,the snowman's arm,sballas
7157,january rain . . .,at the edges of my nap,the old cat kneading,sballas
7158,pond reflection,it's only wind,that puts on wrinkles,sballas
7159,courtyard pond,goldfish weave through light,among the reeds,sballas
7160,her tiny hand,against the attic roof,heavy rain,sballas
7161,neglected garden,lichen growing,on a wrought iron fence,sballas
7162,eye fixed,on the changing sky,a dead sparrow,sballas
7163,first raindrop,in the pond a lily pad,wobbles,sballas
7164,rainy morning?,while getting the paper,the smell of a skunk,sballas
7165,trinket box,the old roller skate key,warms in my hand,sballas
7166,a rusted truck,the wheel wells filling,with rhubarb,sballas
7167,evening rain?,i braid my hair,into the dark,sballas
7168,mountain forest,. . . only the sound of,snow melting,sballas
7169,sea mist,the scent of the night,it spent in the pines,sballas
7170,spring rain,from the woodshed,a hen's cackle,sballas
7171,bus stop,under a mango tree?,the squeak of fruit bats,sballas
7172,the stranger's binoculars,from hand to hand,chicks in the heron's nest,sballas
7173,late night walk,swollen in spring mist,the lights from the bridge,sballas
7174,first camellia,along a stony path,in the morning fog,sballas
7175,last night's rain,cupped in a banana leaf,a small green frog,sballas
7176,click of the latch,a painted lady flutters,between screen and window,sballas
7177,sudden gust,the young starling,fans its tail,sballas
7178,someone whistling,in the dark?,hazy moon,sballas
7179,through the rain,a riff of birdsong,camellias half open,sballas
7180,first snow,footprints from an office building,veer off toward the park,sballas
7181,cold dusk?,my thoughts pass through,a crow flying by,sballas
7182,moonlit door,the cat's ears point,to the dark,sballas
7183,church door locked,a hollow sound,answers my knock,sballas
7184,stranded jellyfish,swallowing sand?,winter moonlight,sballas
7185,the blue heron's,six foot wing span folds . . .,a breeze smoothes the willow,sballas
7186,writing letters . . .,the cry of a night bird,near my house,sballas
7187,lost at night,on a country road . . .,falling stars,sballas
7188,winter sunset,in the shrimp boat's wake,pink pelicans,sballas
7189,kitchen sink,treasures from the beach,in a smelly heap,sballas
7190,sun after rain,the bare crabapple,luminescent,sballas
7191,late summer downpour,the garden drain spewing,rose petals,sballas
7192,night breeze?,the lake held still,by waterlilies,sballas
7193,alpine meadow?,i lean on my walking stick,to pick blueberries,sballas
7194,small town square?,old men brush the leaves,from a checkerboard,sballas
7195,eye of the storm?,deep in the current,a gold leaf turns,sballas
7196,rattle of wind,through a plastic pinwheel?,the toddler takes a step,sballas
7197,skinny-dipping?,the pale backs of city boys,in the moonlight,sballas
7198,shadows and veins,shaping a red leaf,one brush stroke,sballas
7199,the deeply cut leaves,of a japanese maple,another good-bye,sballas
7200,winter wood,in with a hawk,sudden silence,sballas
7201,a long detour,around cloud mountain,mud-caked boots,sballas
7202,a mind of its own,the gate to the school yard,in the spring breeze,sballas
7203,lazy day?,our wrist watches,on the ice chest,sballas
7204,dampened weeds,weaving them over and under,spokes of the basket,sballas
7205,summer sunbeams,through the gym's high fan blades,the world of dust,sballas
7206,shade tree,spreading my jacket,between bare roots,sballas
7207,humid afternoon,flat on our backs in the grass,analyzing clouds,sballas
7208,summer photograph?,after cutting my son out,only sky and sand,sballas
7209,bumper-to-bumper,late afternoon sunlight,on weed flowers,sballas
7210,heat lightning?,all the way into mexico,the mountains rise,sballas
7211,spring ritual,pulling out roots to make room,for roots,sballas
7212,wedding vows,butterflies flicker in the light,of a church window,sballas
7213,birdwatcher?,is it a male,or a female?,sballas
7214,bright spring morning,the kitten backs away,from the coffee cup,sballas
7215,spring sun?,in the shadow of a bucket,a black button,sballas
7216,shrove tuesday,i confide my sins,to a white butterfly,sballas
7217,nourished by crude seeds?,yet how beautifully,the song sparrow sings,sballas
7218,jacaranda flowers,the twin tracks,of a car,sballas
7219,the day no post comes,a worm writhes,on the garden path,sballas
7220,"alone in the woods,",i turn my head,to sneeze,sballas
7221,spilt milk,spreading along the grout lines,morning chill,sballas
7222,from fresh mud,the white moth rises . . .,early spring!,sballas
7223,a persistant whistle,in the grosbeak's song?,the fading moon,sballas
7224,kids find pokemon,in the blossom-petal patterns?,the rain-drenched wall,sballas
7225,sunlit garden,the scent,of my straw hat,sballas
7226,his grave?,a butterfly lands,on a plastic flower,sballas
7227,desert mist,one sidewinder takes its place,alongside another,sballas
7228,distant traffic hum?,the stone buddha's,moss-filled crevice,sballas
7229,spring snowflakes,melting as fast as they fall,these daydreams,sballas
7230,oar-scoop whirlpools,spin behind the boat,calm spring day,sballas
7231,first communion,bleeding hearts sway,beside the path,sballas
7232,midday,deep in the agave,light and shadow,sballas
7233,the third-note rise,of a towhee's song,fragrant breeze,sballas
7234,dwindling light,in a small child's hand,the first fallen leaf,sballas
7235,grey morning,the slow beat of a heron,against the wind,sballas
7236,cattle truck?,a cowbell swinging,from the guard rail,sballas
7237,bright sun?,the redness of the fox,against the snow,sballas
7238,first day of spring,at the snowbank's edge,a muddy puddle,sballas
7239,shadows fade,into a glowing fog bank,winter geese,sballas
7240,first snowflake,shivering of the universe,on an eyelash,sballas
7241,beyond the gate,the stretch of sky goes,uninterrupted,sballas
7242,spring equinox,moonshadow deepens,the creek,sballas
7243,morning stillness . . .,sunlight dapples,the ropes of the swing,sballas
7244,rain and more rain,ripping off the month,two days early,sballas
7245,in the corner,just the warm sun,and the rocker,sballas
7246,glass of lemonade,wind leafs through the book,left on the railing,sballas
7247,sunset . . .,waves break,into darkness,sballas
7248,the dull clack,of a channel marker,bent dune grass,sballas
7249,clock face,the precise shadow,of a small spider,sballas
7250,reading the paper . . .,the dog sniffs,my shoes,sballas
7251,blank drawing pad,a violet damselfly,resting at the edge,sballas
7252,moon gazing . . .,the crossing light changes,back to red,sballas
7253,ocean fog . . .,hunched on the white road sign,a small white heron,sballas
7254,days lengthen,the amaryllis topples,under its own weight,sballas
7255,first father's day,,without him,sballas
7256,rickety fence,a spring calf stretches toward,younger grass,sballas
7257,before the curtain,the drama of schoolgirls,in the audience,sballas
7258,summer clouds?,a child scatters popcorn,on the fish pond,sballas
7259,a spring wind,coins in the cup,of a sleeping beggar,sballas
7260,churchyard clover,around our shadows,brighter green,sballas
7261,fireworks?,the whiteness,of her throat,sballas
7262,tornado watch?,three violets poking,from a fire ants' nest,sballas
7263,heavy rain,bending one into another,purple hollyhocks,sballas
7264,croquet . . .,a butterfly flits,through a wicket,sballas
7265,prairie darkness,our motorcycle following,the north star,sballas
7266,bitter cold,the distant train pulls,some of my night with it,sballas
7267,sunny spring day?,cat meowing to no one,in particular,sballas
7268,freshly turned earth,in the palm of my hand,radish seeds,sballas
7269,dandelions?,a lone runner,circling the field,sballas
7270,whiter still,on the moonlit windowsill?,easter lily,sballas
7271,slanting rays,in the paloverde blossoms,warm breeze,sballas
7272,stone wall?,between two rocks,a bleeding heart,sballas
7273,cooking together?,the rosemary and garlic,from our garden,sballas
7274,spring evening,a heron moves slowly north,piercing the pond,sballas
7275,morning sun?,gone from a cabinet,the old bowls,sballas
7276,twilight,the scent of orange blossoms,lingers,sballas
7277,too bright,to contain itself . . .,ring around the moon,sballas
7278,cold wind?,the crow leans,to caw,sballas
7279,a late snow,someone,sighs,sballas
7280,just now it comes,in the tight?furled poppy buds,a looser look,sballas
7281,spring haze,a sparrow finishes,the redpoll's song,sballas
7282,dry trees,the wind sharpens,its sound,sballas
7283,bitter cold?,the juniper berry parts,the jay's beak,sballas
7284,and after such a year,the first crocus,in its usual place,sballas
7285,reflected,in the muddy puddle?,plum blossoms,sballas
7286,ribboning through,the bed of pansies:,pale green gartersnake,sballas
7287,with added wrinkles,the paper samurai,assumes its pose,sballas
7288,village common,the newly painted clock tower,missing its hands,sballas
7289,gentle wind?,a silkworm spinning,on its thread,sballas
7290,old pond,hesitant,i dip my net,sballas
7291,low sun,the glass blower twirls,a tear-shaped vase,sballas
7292,cicada at noon,on the mountain trail,'summer's end,sballas
7293,long afternoon,a fly rides,the pendulum,sballas
7294,bench in the woods,empty,except for my thoughts,sballas
7295,evening approaches,the wildflowers she picked,somewhere in her book,sballas
7296,down in the sunken garden,the last lantern,flickering,sballas
7297,dark june night,bulls' bellowing,echoes across the hollow,sballas
7298,ocean horizon?,touching the curvature,of a white shell,sballas
7299,summer day?,walking barefoot beside,grandchildren's footprints,sballas
7300,a flatbed,hauling scrap metal,summer heat,sballas
7301,sunlight on the wall?,brushing against the yellow,my deep blue shadow,sballas
7302,parking lot at dawn?,gulls roosting among,upturned shopping carts,sballas
7303,morning sun,the peach's blush,deepens near the pit,sballas
7304,noon sun,picnic cheese,sweating,sballas
7305,a roadrunner stops,its tail still fanning,midday heat,sballas
7306,ripples of light,across an oak plank floor,the wheelchair's wobble,sballas
7307,thump and screech?,the long freight pulls out,in robin's song,sballas
7308,standing waves,the tide's quiet way,up river,sballas
7309,cloudy day,the fallen purple petals,of the azalea,sballas
7310,spring night,one leg over,the blanket,sballas
7311,a snagged lure,dangles from the deadfall,sunshine on the hooks,sballas
7312,wind bursts the peonies,only a few strewn petals,land in pairs,sballas
7313,ebb tide,the shell i keep reaching for,carried further away,sballas
7314,sunday bells . . .,the first ripe mulberry,sweetens the shade,sballas
7315,summer solstice?,spitting cherry pits,into the river,sballas
7316,his ninety-seventh,the white peony nods,in table sunshine,sballas
7317,saturday . . .,a single sailboat,in the shipping lane,sballas
7318,drunk on the beach?,the moon in my sake cup,disappears,sballas
7319,waterfall mist,sunrays spread out,into the woods,sballas
7320,all the way home,the wind at my back,new year's day,sballas
7321,propped on the porch,a brand new pair of crutches,steady spring rain,sballas
7322,gust of wind,the candy wrapper tacks across,a puddle,sballas
7323,specimen skull,holes,for the rabbit's ears,sballas
7324,an old woman's garden?,jasmine spills over,the stone fountain,sballas
7325,daffodil,the splatter of sleet,in its cup,sballas
7326,spring sun,raindrops,on the red camellia,sballas
7327,wind in the tree,tree in the wind,blue sky,sballas
7328,too young,to own a cottontail,?our silence,sballas
7329,twilight?,the parked tractor,still warm,sballas
7330,that dull gleam,through the hazy park?,a playhouse window,sballas
7331,the shallows,pond grass connected,to the moon,sballas
7332,setting star,the mountain rises,black with night,sballas
7333,mist across the lake,a loon's tremolo,slips through,sballas
7334,winter fog?,the horn of a freighter,heading out to sea,sballas
7335,thick haze,from a burning hillside . . .,moonrise,sballas
7336,balmy night?,pushing the crocheted throw,back to her side,sballas
7337,morning fog,down by the bayou a heron,spears a fish,sballas
7338,alone again?,counting an odd number,in the skein of geese,sballas
7339,snow-covered mountains,i return my wristwatch,to the travel bag,sballas
7340,summer moon?,the sound of eggs,coming to a boil,sballas
7341,mosquito larvae?,sudden fits of motion,in the rain barrel,sballas
7342,outside the door,i leave them there,"the dog, the fleas",sballas
7343,country road,by the sharp left turn,a white cross,sballas
7344,tractor overturned?,gathering crowd,arms folded,sballas
7345,grinding sumi ink,rain spatters dust,on the skylight,sballas
7346,rainstorm . . .,in the car the rescued dog,shakes,sballas
7347,twilight,the only car ahead,turns off,sballas
7348,border town,its shadows creep beneath,the barbed wire fence,sballas
7349,the auctioneer,pauses for breath?,pony's loud snort,sballas
7350,a curtain billows,before the rain,scent of roses,sballas
7351,rumble of thunder,the colt dances stiff-legged,across the pasture,sballas
7352,sunrise:,among the silent earth movers,a fawn,sballas
7353,gas station,one worn-out hiking boot,beside the trash can,sballas
7354,summer heat,an old man's flirtation,turns to a yawn,sballas
7355,sea oats,a beachball blows,between dunes,sballas
7356,moonlit beach,a sandcrab emerges from,under the castle moat,sballas
7357,in sycamore shade,the buzzing summer,a moment still,sballas
7358,summer evening,the girl who forgot my name,is laughing again,sballas
7359,empty beach house,a seashell left,on the windowsill,sballas
7360,her answer tatters away,with the wind,a seagull's cry,sballas
7361,every night,this stretch of road . . .,honeysuckle,sballas
7362,a common wire fence?,then a western tanager,sits there a moment,sballas
7363,up to their necks,in lawn daisies,the robin?? the worm,sballas
7364,discussion with friends?,motionless fish,in the aquarium,sballas
7365,reaching a wide stream . . .,the trail continues,on the other side,sballas
7366,pine tops,against deep twilight,a bob-white's call,sballas
7367,flowering crabapple:,in and out of morning sun,the lark's song,sballas
7368,may sun,the door opens,before i knock,sballas
7369,breezy afternoon?,dandelion ghosts,float past the daisies,sballas
7370,steady current,the great carp opens,and closes its mouth,sballas
7371,scent of pines?,a wind from the hill,leads me home,sballas
7372,heads down,the sunflower,the finch,sballas
7373,new dock,the snowy egret's stride,unchanged,sballas
7374,the gold light,of an autumn day,the autumn sea,sballas
7375,pale sun,the frozen river holds,deep shadows,sballas
7376,casino,its light fades away,in the dawn,sballas
7377,late august?,the way the spider's web,bows with each gust,sballas
7378,darkened garden?,on this night of no moon,the white eggplant,sballas
7379,stubbled rice paddy,the white heron's harsh cry,has no echo,sballas
7380,winter desert?,our breath,speaks for us,sballas
7381,a patch of coltsfoot,amid roadside debris,?the overcast brightens,sballas
7382,country kitchen,stray strands of cornsilk,glisten in the sun,sballas
7383,one rock for my garden?,a thousand ants,rescuing eggs,sballas
7384,acres of coal cars,honeysuckle climbing,the train yard fence,sballas
7385,electrical storm:,my daughter practices,the letter 's?,sballas
7386,sirens nearing,a sudden breeze sways,the basket of cactus,sballas
7387,sultry day,boys on their wheels,making the wind blow,sballas
7388,stones stacked,inside the wheelbarrow,a firefly's glow,sballas
7389,midday heat,taking it in,the white gardenia,sballas
7390,between the rafters,a doll-sized trunk of clothes,the heat,sballas
7391,bouquet of roses?,she slips into,something else,sballas
7392,summer stars missing:,the dark shape,of the dark lighthouse,sballas
7393,morning dew,a circle of fallen petals,beneath the peony,sballas
7394,summer morning?,the kitten ignores itself,in the full-length mirror,sballas
7395,river rocks,turtles sunning,in tiers,sballas
7396,alpine meadow?,kneeling to photograph,white heather,sballas
7397,scattered bones?,the dog puts on the scent,of the dead,sballas
7398,twilight?,words in the margins,of sketchbook trees,sballas
7399,one straw,longer than the others,fragrant bale,sballas
7400,adrift,casting a bright line,into shadow,sballas
7401,traffic wind,in the black-eyed susans,a dead bear,sballas
7402,humid night,the depth of purple,in the shadows,sballas
7403,summer moon?,dangling on her sleeve,a silver button,sballas
7404,swinging gate . . .,rain fills,your footprints,sballas
7405,cats sunning,i speak their names,their tails twitch,sballas
7406,transient asleep,at the fountain's edge?,coin-light on his cheek,sballas
7407,a long line,at the drinking fountain,ants,sballas
7408,clouds billow,the island bridge swings open,for one ship,sballas
7409,sultry day,a lizard rides my finger,to the aloe leaf,sballas
7410,oppressive heat?,a bird emerges,from a puffy cloud,sballas
7411,lingering day . . .,a garbage can lid,becomes first base,sballas
7412,summer breeze,the criss-cross of gull tracks,in damp sand,sballas
7413,record heat?,the jade plant slumps over,a few yards from the hose,sballas
7414,swamp sunset?,the dragonfly rises,from a lily pad,sballas
7415,hot night,the moth fans a breeze,through the screen,sballas
7416,sudden gust?,the book opens to a poem,i like even better,sballas
7417,approaching storm,the young blackbird struggles,with a worm,sballas
7418,summer rain?,cat draped,over the footstool,sballas
7419,summer lethargy . . .,between faucet drips,the ticking of the kitchen clock,sballas
7420,sound of a bomber,wind is striking,the pulled-down blind,sballas
7421,summer begins . . .,the underground sprinkler head,raises a rock,sballas
7422,downpour,all the puddles,wash away,sballas
7423,leisurely gossip,our neighbor's dog,snaps at flies,sballas
7424,this heat,only the shadows,move,sballas
7425,a broader path . . .,i rake away my footprints,with the yellow leaves,sballas
7426,stained glass?,the fleeting shadow,of a bird,sballas
7427,steady rain . . .,i fall short of being the human,i wish to be,sballas
7428,wild iris?,the water leaks,from a cracked vase,sballas
7429,morning stillness,a dandelion seed,hovers,sballas
7430,old broom,half swept away,with the dirt,sballas
7431,a gust of wind,finally knocks the scarecrow out,cold,sballas
7432,spring rain?,a puddle at the end,of the hopscotch ladder,sballas
7433,this bright day . . .,the empty house,of my mother,sballas
7434,fluttering breeze,the moth sticks its legs,through a screen,sballas
7435,dew drop,on a dusty grass blade . . .,the ant backs up,sballas
7436,dense foliage?,the full strawberry moon,makes a path,sballas
7437,at the edge,just as i let my hair down,the blue heron flies,sballas
7438,changing frost patterns,on the windowpane,winter sun,sballas
7439,leaving . . .,she uncoils the morning glory,from the garden gate,sballas
7440,distant lightning,followed by the sound,of a cricket,sballas
7441,october moon?,a waterstrider dimples,the gilded stream,sballas
7442,boarded window,of the tarot reader,autumn evening,sballas
7443,coughing and spitting,into the morning glories,then off to work again,sballas
7444,november wind,one leaf pauses,at each sidewalk crack,sballas
7445,morning stroll?,unshared thoughts float off,with the withered leaves,sballas
7446,summer's end?,tearing out the ivy,with both hands,sballas
7447,tumbleweeds,stopped by a fence,the milky way,sballas
7448,ocean swell,crossing the moonlight,the bow lifts,sballas
7449,busy freeway?,squashed on the shoulder,an orange hard hat,sballas
7450,first stars,the swoop and soar,of swallows,sballas
7451,on the roof late?,my brother hammers nails,in the moon,sballas
7452,carillon bells,the stone buddha's eyes,remain closed,sballas
7453,geese in formation,rush-hour traffic,merging,sballas
7454,new chanterelles,along the fallen spruce,wren song,sballas
7455,parchment moon,a silo's silver cap,looms out of the fog,sballas
7456,armistice day,an old soldier dozing,on the stage,sballas
7457,autumn,the church steeple reappears,in the blue sky,sballas
7458,summer clouds,the faraway look,in a stranger's eyes,sballas
7459,dusty trail?,the same thoughts,as yesterday,sballas
7460,summer's end . . .,as the stream turns,colored leaves follow,sballas
7461,end of summer,outside the bookstore,paperbacks curl,sballas
7462,gladiola frond . . .,silhouette of a cricket,on the other side,sballas
7463,wilderness trail,the manicured poodle,still on a leash,sballas
7464,base of the falls,a rainbow,breaks into foam,sballas
7465,the river?,the town also spilling out,of the mountains,sballas
7466,early autumn,the little girl next door,turns forty today,sballas
7467,full moon,half dark half light,the sea,sballas
7468,washed windows,a place to splatter,the spring rain,sballas
7469,the child's face?,speckled eggs,in the abandoned nest,sballas
7470,thunder clap,the twins,jump,sballas
7471,early morning?,the slanted shadow,of the pink house,sballas
7472,tornado warning?,the sprinkler's,tiny??hiss,sballas
7473,winding garden path,a little girl splashes through,multi-colored puddles,sballas
7474,red plums,her steady hand slips,between the bees,sballas
7475,dawn-tinged window,a cicada?'s w e l l s,into its song,sballas
7476,summer heat?,the golden retriever's breath,on my leg,sballas
7477,sheen of web,across a shattered pot,the barn's splintered light,sballas
7478,the young cat,follows each sound,knitting needles,sballas
7479,new year?,poised above the rice paper,the ink-blackened brush,sballas
7480,throwing off the comforter . . .,storm windows rattling,in the nursery,sballas
7481,the day's first bull,trots into the ring . . .,snow on the mountains,sballas
7482,first raindrops,the neighborhood dog and chainsaw,stop.,sballas
7483,rusty stovepipe,leaking blue woodsmoke,?winter sky,sballas
7484,night wind,one star in the bare crabapple,comes and goes,sballas
7485,houseflies,on the windowsill,dead of winter,sballas
7486,headwind,the heron sideslips,into the reeds,sballas
7487,all around,the parking meter,spring rain!,sballas
7488,storm clouds brew?,a crone on the mountain road,draws tight her black cloak,sballas
7489,ready to carve,a smile on it,this orange moon,sballas
7490,harvest moon?,migrant kids eat the bread,tossed to the crows,sballas
7491,november wanes;,the farmer's pet gander,honks at the moon,sballas
7492,snow moon,a white mantle,on the scarecrow's coat,sballas
7493,a steady drizzle,the pitchfork in the bale,slowly darkens,sballas
7494,mischief night,the orb weaver waits,at the edge of its web,sballas
7495,smoke-scented air?,a squirrel burrows,in the woodpile,sballas
7496,turning his wheelchair,to face the window?,falling leaves,sballas
7497,fireplace heat,in my socks?,winter morning,sballas
7498,dragonfly . . .,the tai chi master,shifts his stance,sballas
7499,open windows,the sound of a distant train,on a sleepless night,sballas
7500,in-laws visit?,a red dragonfly lands,in the white lily,sballas
7501,moon on the lake:,someone has stolen,all my clothes!,sballas
7502,tossing and turning,all through the night,mockingbird song,sballas
7503,morning fog?,the scent,of eucalyptus,sballas
7504,thinking about you?,the remarkable redness,of this tomato,sballas
7505,a maple seed,floats in the millpond . . .,deep blue sky,sballas
7506,the cat,reworks his litter?,summer dusk,sballas
7507,all saints' day,the rooster crows,again and again,sballas
7508,garden path . . .,in the space between thoughts,the first drop of rain,sballas
7509,fleeting sunlight,"on the doorknob, warmth",from a stranger's hand,sballas
7510,full moon,she nurses her infant,in the garden,sballas
7511,evening shadows?,picking blackberries,through barbed wire,sballas
7512,a desert wind,stirring at the trailhead,fragrant sage,sballas
7513,cricket chorus,in the deep gravel ravine,jewel weed,sballas
7514,early morning,the rain falls lightly,on water-jar lids,sballas
7515,indian summer,my bookmark,a yellow leaf,sballas
7516,prison sunset?,in coiled razor wire,a sparrow's nest,sballas
7517,mountain path?,growing out of a stone wall,one white flower,sballas
7518,wilted garden?,a beetle drops,into a fissure,sballas
7519,the end of summer?,a seagull and i,share the sandbar,sballas
7520,smooth stones,the coolness of water,held in their shapes,sballas
7521,graveyard?,pictures of ancestors,washed by rain,sballas
7522,hawthorn?,a neighbor names,the tree by my door,sballas
7523,music class,the fan blows his notes,in all directions,sballas
7524,warm sunlight,in deep green leaves,the arrow's path,sballas
7525,city park?,children gathering coins,in the dried lake,sballas
7526,retirement home . . .,unfinished jigsaw puzzle,on the corner table,sballas
7527,august moon?,no one speaks,of the humidity,sballas
7528,a briefcase,flung open on the table,. . . jungle orchids,sballas
7529,at the zoo,a whistle moves,the wolf's ears,sballas
7530,with the mower off,i expected to hear,more,sballas
7531,dawn?,shades of grey break,into birdsong,sballas
7532,spring sunrise . . .,the empty green bottle,fills with light,sballas
7533,call from an old friend,first hummingbird,at the fuchsia,sballas
7534,easter morning?,she unwinds her rosary,from the buddha's shoulders,sballas
7535,grave diggers,deeper into the hole,june sun,sballas
7536,ice storm ended,a cardinal singing,in the bent birch,sballas
7537,puddled field,the cat finds sunlight,on a fence post,sballas
7538,cancer again,the slope,of his shoulders,sballas
7539,waiting . . .,dandelion fluff,settles on the table,sballas
7540,june breeze,a hole in the cloud,mends itself,sballas
7541,back and forth,leaf shadow weaves,over the loom,sballas
7542,grandmother,giving chase again,the fat turkey,sballas
7543,deserted beach,missing a child's,hand to hold,sballas
7544,deep winter?,a man outside the market,feeds crows from his hand,sballas
7545,ax and pine,with every chop,a higher sound,sballas
7546,autumn gusts,the ragged flight path,of a grey heron,sballas
7547,bubblegum on my shoe,the little girl in the red coat,skips to school,sballas
7548,lightning storm,bridge cards face-down,on the table,sballas
7549,northern lights,these problems,suddenly small,sballas
7550,winter rain,against the window,the cactus has flowered,sballas
7551,uphill trail,the scarred trunk,of a giant sequoia,sballas
7552,empty corner,slowly the moon leaves,the dust,sballas
7553,autumn afternoon?,the tombstone,strapped to a dolly,sballas
7554,yellow raincoats?,farm workers picking,the last of the peppers,sballas
7555,cherry tomato,the scent from its leaves lingers,on my fingertips,sballas
7556,thistledown,my thoughts carry me,back to sea,sballas
7557,noon,sunflowers sway,with goldfinches,sballas
7558,lunch break,a blue dragonfly lights,on the sawhorse,sballas
7559,sultry evening?,a peacock's plaintive cry,across the flooded field,sballas
7560,yellow jasmine?,arriving chickadees,shake out perfume,sballas
7561,overcast morning,the last of the tomatoes,line the windowsill,sballas
7562,slight breeze,all the colors telegraphed,along a spider's line,sballas
7563,closing time:,zoo animals smaller,than their shadows,sballas
7564,dressed for church,the perfume,of the garden,sballas
7565,in the parking lot,a rose petal has arrived,from nowhere special,sballas
7566,slightly warm,this one perfectly ripe,wild blackberry,sballas
7567,twilight beach?,a wave takes half,the lovers? heart,sballas
7568,summer night,after the fireworks,the smoke,sballas
7569,long sermon,in the roof beams,cobwebs flutter,sballas
7570,between thumb and forefinger,a raspberry,full of morning sun,sballas
7571,the salad bar's,long metal tongs,dining hall coolness,sballas
7572,fourth of july,in the fireworks? glow,a sumi-e mountain,sballas
7573,first thunderclap,our neighbor stops,hammering,sballas
7574,outer space,limbs of the bare oak reach,the farthest stars,sballas
7575,blue morning light,at the writing desk?,the rain falls harder,sballas
7576,"where nobody cares,",growing with green vigor,the sumac,sballas
7577,one limb at a time?,the falcon calls her fledglings,nearer to flight,sballas
7578,knocked off by rain,camellias bloom again,in the puddles,sballas
7579,horse trough,a cowboy chips away,the winter,sballas
7580,the bell rings,again the playground fills,with pigeons,sballas
7581,cliff trail,a raven's broad shadow sweeps,the greening valley,sballas
7582,wobbly legs,the stray kitten plops,into a purr,sballas
7583,bumbled by a bee,rugosa rose petals fall,through the breathless air,sballas
7584,september morning,again my breath rises,to an open sky,sballas
7585,approaching gale,the beach grass sweeps circles,deeper in the dune,sballas
7586,after the hurricane,most of the moon,. . . gone,sballas
7587,night of stars,the rhythm of my boat,across the swells,sballas
7588,yellow moon?,the smell of woodsmoke,on the wind,sballas
7589,that glittering point,in the distant evergreen,a dewdrop,sballas
7590,hurricane path,a layer of green covers,early autumn leaves,sballas
7591,such sharp edges?,the few red leaves on a branch,of eucalyptus,sballas
7592,river,the moon slowly ripples,downstream,sballas
7593,collected fog,the raveled fringe,of her scarf,sballas
7594,the frayed rope,swings back into the shade??,country swimming hole,sballas
7595,trapped,in the revolving door,autumn leaves,sballas
7596,pine-needled path,slowly i step,out of my mind,sballas
7597,evening,our paddles drip,into liquid sunset,sballas
7598,the garden by moonlight,only jasmine,and white roses,sballas
7599,kudzu creeps,through the shack's roof,steady rain,sballas
7600,early cranberries,the workers' hats,bob up and down,sballas
7601,stopped,on the iron fence,dove feather,sballas
7602,patterns on the lake,the moment before,they become trees,sballas
7603,empty well,the bucket filled,with rainwater,sballas
7604,slave cabin,hidden by acres and acres,of sugarcane,sballas
7605,sudden gust,the sunflowers,turn their backs,sballas
